Year,Month,Province,District,Road_Type,Intersection_Type,Time_of_Day,Accident_Severity,Weather_Condition,Road_Surface,Vehicle_Type,Speed_Zone,Driver_Gender,DayOfWeek
2025,May,Sudurpashchim,Doti,Urban,Junction,Afternoon,Minor Injury,Rain,Wet,Motorbike,30,Male,Sunday
2025,July,Koshi,Sunsari,Feeder,Curve,Evening,Minor Injury,Clear,Wet,Car,80,Female,Friday
2023,January,Bagmati,Chitwan,Highway,Curve,Evening,Serious Injury,Clear,Damaged,Scooter,30,Male,Tuesday
2023,December,Bagmati,Chitwan,Highway,Junction,Afternoon,Minor Injury,Clear,Wet,Scooter,30,Male,Tuesday
2024,December,Lumbini,Rupandehi,Highway,Straight,Afternoon,Damage Only,Clear,Slippery,Motorbike,50,Male,Monday
2024,May,Bagmati,Kathmandu,Highway,Junction,Afternoon,Serious Injury,Clear,Slippery,Car,30,Male,Wednesday
2023,January,Sudurpashchim,Kanchanpur,Rural,Straight,Morning,Damage Only,Clear,Wet,Motorbike,30,Male,Tuesday
2023,May,Madhesh,Rautahat,Urban,Straight,Evening,Damage Only,Clear,Slippery,Car,30,Male,Tuesday
2024,January,Sudurpashchim,Kailali,Rural,Straight,Afternoon,Minor Injury,Rain,Wet,Car,80,Male,Friday
2024,June,Koshi,Morang,Urban,Straight,Evening,Serious Injury,Clear,Wet,Scooter,80,Male,Thursday
2023,September,Sudurpashchim,Doti,Feeder,Straight,Evening,Minor Injury,Clear,Wet,Car,30,Female,Monday
2025,January,Koshi,Ilam,Rural,Straight,Evening,Serious Injury,Clear,Slippery,Car,30,Male,Saturday
2024,February,Madhesh,Bara,Rural,Straight,Night,Minor Injury,Clear,Damaged,Bus,30,Male,Saturday
2024,October,Sudurpashchim,Achham,Highway,Curve,Evening,Minor Injury,Clear,Damaged,Car,30,Female,Monday
2024,May,Gandaki,Lamjung,Highway,Curve,Night,Serious Injury,Clear,Slippery,Car,50,Male,Saturday
2025,November,Madhesh,Sarlahi,Highway,Straight,Morning,Serious Injury,Rain,Wet,Motorbike,80,Male,Monday
2024,September,Gandaki,Lamjung,Rural,Straight,Morning,Fatal,Clear,Dry,Motorbike,50,Male,Monday
2024,October,Karnali,Surkhet,Highway,Straight,Night,Serious Injury,Clear,Slippery,Scooter,80,Male,Sunday
2025,September,Madhesh,Bara,Highway,Junction,Afternoon,Minor Injury,Clear,Damaged,Car,30,Male,Sunday
2026,January,Karnali,Dailekh,Urban,Straight,Evening,Minor Injury,Fog,Slippery,Motorbike,30,Male,Wednesday
2025,August,Koshi,Morang,Urban,Junction,Afternoon,Serious Injury,Fog,Slippery,Car,30,Male,Thursday
2025,August,Koshi,Ilam,Highway,Junction,Evening,Damage Only,Clear,Slippery,Car,80,Male,Sunday
2023,August,Karnali,Dailekh,Rural,Roundabout,Afternoon,Fatal,Rain,Wet,Motorbike,50,Male,Wednesday
2023,October,Gandaki,Tanahun,Urban,Straight,Morning,Minor Injury,Clear,Damaged,Motorbike,30,Male,Sunday
2023,January,Gandaki,Gorkha,Rural,Straight,Afternoon,Minor Injury,Clear,Slippery,Jeep,30,Female,Friday
2025,April,Karnali,Dailekh,Highway,Junction,Afternoon,Minor Injury,Clear,Damaged,Bus,80,Male,Wednesday
2023,October,Bagmati,Bhaktapur,Rural,Straight,Afternoon,Minor Injury,Clear,Damaged,Motorbike,80,Male,Wednesday
2024,July,Bagmati,Lalitpur,Urban,Straight,Afternoon,Minor Injury,Dusty,Wet,Bus,50,Male,Tuesday
2025,September,Koshi,Morang,Urban,Straight,Evening,Fatal,Clear,Slippery,Motorbike,30,Female,Friday
2025,January,Sudurpashchim,Kailali,Rural,Straight,Morning,Damage Only,Rain,Wet,Scooter,80,Female,Wednesday
2023,July,Lumbini,Rupandehi,Highway,Curve,Evening,Damage Only,Dusty,Slippery,Car,30,Male,Saturday
2023,June,Madhesh,Sarlahi,Urban,Junction,Evening,Damage Only,Rain,Wet,Car,80,Female,Sunday
2023,March,Karnali,Surkhet,Highway,Curve,Afternoon,Minor Injury,Clear,Wet,Bus,50,Male,Wednesday
2024,April,Gandaki,Tanahun,Highway,Straight,Morning,Minor Injury,Clear,Damaged,Truck,50,Male,Sunday
2023,January,Gandaki,Lamjung,Highway,Curve,Evening,Minor Injury,Clear,Damaged,Motorbike,80,Female,Tuesday
2023,November,Gandaki,Kaski,Highway,Straight,Afternoon,Minor Injury,Clear,Wet,Motorbike,50,Female,Tuesday
2024,November,Lumbini,Kapilvastu,Highway,Junction,Night,Fatal,Clear,Dry,Motorbike,80,Male,Friday
2025,October,Lumbini,Kapilvastu,Highway,Straight,Morning,Serious Injury,Fog,Slippery,Motorbike,30,Male,Tuesday
2025,November,Koshi,Ilam,Urban,Straight,Evening,Damage Only,Clear,Slippery,Car,30,Female,Tuesday
2024,July,Bagmati,Bhaktapur,Urban,Junction,Evening,Serious Injury,Clear,Damaged,Car,50,Female,Thursday
2025,July,Gandaki,Lamjung,Urban,Straight,Morning,Minor Injury,Clear,Slippery,Car,30,Female,Saturday
2023,November,Bagmati,Kathmandu,Highway,Straight,Afternoon,Damage Only,Clear,Dry,Motorbike,50,Male,Thursday
2024,February,Koshi,Sunsari,Urban,Curve,Morning,Serious Injury,Clear,Slippery,Bus,30,Male,Friday
2025,June,Karnali,Kalikot,Urban,Straight,Evening,Damage Only,Clear,Dry,Car,50,Female,Monday
2023,July,Gandaki,Kaski,Highway,Junction,Night,Serious Injury,Clear,Dry,Truck,50,Female,Saturday
2023,June,Lumbini,Kapilvastu,Highway,Straight,Evening,Minor Injury,Clear,Wet,Microbus,80,Male,Wednesday
2025,April,Sudurpashchim,Kailali,Highway,Straight,Evening,Minor Injury,Dusty,Slippery,Car,50,Female,Saturday
2025,May,Madhesh,Bara,Rural,Curve,Evening,Minor Injury,Dusty,Damaged,Motorbike,30,Male,Tuesday
2023,March,Lumbini,Rupandehi,Rural,Curve,Night,Damage Only,Clear,Damaged,Car,80,Male,Wednesday
2025,April,Lumbini,Banke,Rural,Junction,Afternoon,Minor Injury,Clear,Wet,Bus,50,Male,Friday
2023,February,Sudurpashchim,Achham,Highway,Straight,Afternoon,Serious Injury,Dusty,Dry,Car,30,Male,Tuesday
2025,April,Madhesh,Sarlahi,Highway,Curve,Afternoon,Fatal,Dusty,Slippery,Motorbike,50,Female,Saturday
2023,September,Madhesh,Sarlahi,Urban,Straight,Night,Minor Injury,Rain,Wet,Car,30,Male,Saturday
2024,October,Bagmati,Bhaktapur,Feeder,Curve,Evening,Damage Only,Clear,Damaged,Microbus,80,Male,Thursday
2023,March,Karnali,Kalikot,Rural,Roundabout,Night,Minor Injury,Clear,Dry,Scooter,50,Female,Wednesday
2024,February,Lumbini,Dang,Highway,Straight,Night,Damage Only,Rain,Wet,Jeep,30,Male,Sunday
2025,January,Koshi,Morang,Highway,Straight,Morning,Serious Injury,Fog,Wet,Motorbike,30,Female,Tuesday
2023,May,Lumbini,Banke,Rural,Junction,Afternoon,Damage Only,Clear,Damaged,Motorbike,50,Male,Thursday
2023,February,Lumbini,Dang,Rural,Straight,Morning,Minor Injury,Rain,Wet,Bus,80,Male,Friday
2025,August,Lumbini,Rupandehi,Highway,Straight,Evening,Serious Injury,Clear,Damaged,Motorbike,30,Male,Wednesday
2024,June,Bagmati,Chitwan,Urban,Straight,Morning,Serious Injury,Rain,Wet,Scooter,80,Female,Saturday
2024,February,Lumbini,Kapilvastu,Highway,Straight,Morning,Damage Only,Fog,Slippery,Scooter,30,Male,Tuesday
2024,October,Sudurpashchim,Kanchanpur,Feeder,Straight,Afternoon,Minor Injury,Clear,Damaged,Truck,50,Male,Monday
2023,June,Sudurpashchim,Doti,Rural,Straight,Afternoon,Damage Only,Clear,Dry,Scooter,80,Male,Saturday
2023,September,Sudurpashchim,Kailali,Feeder,Straight,Evening,Serious Injury,Clear,Damaged,Bus,30,Female,Wednesday
2023,August,Bagmati,Bhaktapur,Urban,Junction,Afternoon,Serious Injury,Clear,Slippery,Truck,30,Male,Tuesday
2024,March,Koshi,Jhapa,Urban,Straight,Morning,Serious Injury,Dusty,Dry,Motorbike,30,Male,Sunday
2025,December,Madhesh,Parsa,Rural,Junction,Morning,Minor Injury,Clear,Damaged,Car,30,Male,Tuesday
2024,June,Bagmati,Kathmandu,Feeder,Curve,Night,Minor Injury,Rain,Wet,Microbus,80,Female,Sunday
2023,April,Karnali,Kalikot,Rural,Junction,Night,Minor Injury,Rain,Wet,Bus,50,Male,Tuesday
2024,August,Sudurpashchim,Kailali,Highway,Curve,Evening,Damage Only,Clear,Wet,Motorbike,50,Male,Sunday
2025,November,Sudurpashchim,Kailali,Urban,Straight,Evening,Serious Injury,Fog,Dry,Motorbike,80,Male,Tuesday
2024,November,Koshi,Ilam,Highway,Straight,Evening,Minor Injury,Dusty,Wet,Jeep,30,Female,Friday
2024,April,Lumbini,Banke,Highway,Junction,Night,Damage Only,Clear,Dry,Bus,50,Male,Sunday
2024,August,Koshi,Sunsari,Highway,Straight,Afternoon,Fatal,Clear,Damaged,Motorbike,30,Male,Friday
2024,December,Madhesh,Sarlahi,Urban,Junction,Afternoon,Damage Only,Rain,Wet,Scooter,50,Male,Wednesday
2025,July,Sudurpashchim,Kailali,Highway,Junction,Morning,Damage Only,Clear,Dry,Motorbike,50,Male,Friday
2025,February,Koshi,Sunsari,Feeder,Junction,Evening,Minor Injury,Clear,Wet,Motorbike,50,Female,Saturday
2023,April,Gandaki,Lamjung,Highway,Curve,Afternoon,Fatal,Clear,Wet,Car,30,Male,Sunday
2023,April,Bagmati,Bhaktapur,Urban,Junction,Afternoon,Minor Injury,Clear,Damaged,Motorbike,50,Female,Tuesday
2024,March,Koshi,Ilam,Highway,Junction,Morning,Minor Injury,Clear,Damaged,Motorbike,50,Male,Thursday
2024,November,Lumbini,Kapilvastu,Rural,Straight,Night,Minor Injury,Dusty,Slippery,Motorbike,50,Male,Tuesday
2025,July,Koshi,Morang,Highway,Junction,Night,Serious Injury,Clear,Dry,Car,30,Male,Monday
2023,February,Bagmati,Chitwan,Urban,Straight,Morning,Serious Injury,Rain,Wet,Motorbike,30,Male,Friday
2024,July,Lumbini,Dang,Rural,Junction,Morning,Damage Only,Clear,Damaged,Truck,80,Male,Sunday
2024,December,Gandaki,Gorkha,Highway,Straight,Morning,Minor Injury,Clear,Wet,Jeep,30,Male,Friday
2025,June,Karnali,Dailekh,Highway,Straight,Afternoon,Damage Only,Clear,Dry,Motorbike,30,Female,Sunday
2024,September,Madhesh,Bara,Rural,Straight,Morning,Serious Injury,Clear,Dry,Truck,80,Male,Monday
2025,April,Madhesh,Rautahat,Urban,Junction,Morning,Minor Injury,Rain,Wet,Car,30,Female,Thursday
2025,May,Gandaki,Kaski,Urban,Curve,Morning,Serious Injury,Fog,Damaged,Truck,30,Male,Tuesday
2023,March,Koshi,Jhapa,Urban,Straight,Afternoon,Minor Injury,Fog,Wet,Bus,50,Female,Saturday
2024,August,Sudurpashchim,Doti,Highway,Straight,Night,Minor Injury,Clear,Damaged,Car,50,Male,Friday
2023,November,Sudurpashchim,Kanchanpur,Highway,Junction,Evening,Minor Injury,Clear,Dry,Bus,30,Male,Thursday
2023,September,Bagmati,Kathmandu,Rural,Straight,Evening,Serious Injury,Clear,Dry,Scooter,80,Male,Monday
2024,September,Sudurpashchim,Doti,Highway,Straight,Morning,Damage Only,Clear,Wet,Bus,80,Male,Saturday
2023,February,Koshi,Jhapa,Highway,Curve,Morning,Minor Injury,Rain,Wet,Motorbike,80,Female,Friday
2023,November,Gandaki,Tanahun,Rural,Roundabout,Afternoon,Damage Only,Clear,Damaged,Truck,50,Male,Friday
2024,December,Sudurpashchim,Achham,Rural,Junction,Morning,Damage Only,Clear,Wet,Microbus,50,Male,Sunday
2023,June,Gandaki,Gorkha,Highway,Curve,Night,Minor Injury,Clear,Dry,Car,80,Male,Friday
2023,March,Sudurpashchim,Kanchanpur,Urban,Junction,Night,Minor Injury,Rain,Wet,Motorbike,50,Male,Friday
2023,January,Sudurpashchim,Kailali,Rural,Junction,Evening,Damage Only,Clear,Wet,Motorbike,30,Male,Friday
2024,August,Sudurpashchim,Doti,Highway,Junction,Morning,Minor Injury,Clear,Wet,Motorbike,50,Male,Thursday
2025,July,Sudurpashchim,Achham,Urban,Junction,Afternoon,Damage Only,Dusty,Slippery,Truck,30,Male,Sunday
2023,February,Bagmati,Bhaktapur,Urban,Straight,Night,Serious Injury,Clear,Damaged,Truck,30,Male,Tuesday
2023,September,Sudurpashchim,Kanchanpur,Rural,Straight,Afternoon,Serious Injury,Clear,Damaged,Motorbike,80,Male,Sunday
2025,October,Karnali,Jumla,Rural,Roundabout,Night,Damage Only,Clear,Damaged,Motorbike,30,Female,Saturday
2024,February,Koshi,Ilam,Urban,Curve,Night,Minor Injury,Clear,Slippery,Motorbike,30,Female,Sunday
2025,June,Karnali,Surkhet,Highway,Straight,Morning,Minor Injury,Clear,Slippery,Jeep,50,Female,Sunday
2024,December,Sudurpashchim,Kailali,Rural,Junction,Afternoon,Serious Injury,Clear,Wet,Motorbike,30,Male,Monday
2025,February,Gandaki,Tanahun,Highway,Straight,Evening,Minor Injury,Clear,Damaged,Motorbike,50,Male,Friday
2024,October,Bagmati,Lalitpur,Feeder,Curve,Night,Minor Injury,Rain,Wet,Motorbike,30,Male,Tuesday
2023,October,Bagmati,Lalitpur,Rural,Junction,Morning,Minor Injury,Rain,Wet,Microbus,80,Female,Tuesday
2023,November,Karnali,Dailekh,Feeder,Straight,Morning,Serious Injury,Dusty,Dry,Car,50,Male,Thursday
2025,March,Madhesh,Rautahat,Rural,Junction,Evening,Serious Injury,Clear,Wet,Car,80,Male,Saturday
2023,October,Bagmati,Bhaktapur,Highway,Straight,Morning,Minor Injury,Rain,Wet,Motorbike,30,Male,Thursday
2023,May,Karnali,Dailekh,Urban,Junction,Night,Damage Only,Dusty,Damaged,Car,30,Male,Monday
2023,April,Bagmati,Chitwan,Highway,Junction,Afternoon,Serious Injury,Dusty,Damaged,Truck,30,Male,Thursday
2025,September,Bagmati,Bhaktapur,Rural,Straight,Afternoon,Serious Injury,Clear,Dry,Car,50,Male,Sunday
2024,June,Madhesh,Sarlahi,Highway,Roundabout,Morning,Serious Injury,Clear,Damaged,Scooter,50,Female,Wednesday
2024,October,Gandaki,Lamjung,Highway,Roundabout,Afternoon,Serious Injury,Rain,Wet,Motorbike,30,Male,Friday
2024,September,Bagmati,Chitwan,Feeder,Junction,Evening,Serious Injury,Clear,Wet,Motorbike,50,Male,Wednesday
2023,February,Lumbini,Kapilvastu,Urban,Junction,Morning,Serious Injury,Clear,Dry,Car,80,Female,Monday
2024,November,Koshi,Morang,Highway,Straight,Afternoon,Minor Injury,Dusty,Damaged,Motorbike,80,Male,Sunday
2025,January,Bagmati,Kathmandu,Urban,Curve,Morning,Serious Injury,Rain,Wet,Scooter,30,Male,Wednesday
2023,November,Karnali,Kalikot,Rural,Roundabout,Evening,Damage Only,Rain,Wet,Motorbike,80,Male,Sunday
2025,December,Koshi,Jhapa,Rural,Junction,Evening,Minor Injury,Rain,Wet,Scooter,30,Male,Sunday
2023,April,Koshi,Morang,Urban,Junction,Night,Serious Injury,Rain,Wet,Jeep,30,Other,Sunday
2024,March,Karnali,Kalikot,Urban,Curve,Afternoon,Minor Injury,Clear,Slippery,Motorbike,30,Male,Monday
2024,September,Gandaki,Lamjung,Highway,Junction,Evening,Minor Injury,Clear,Wet,Motorbike,30,Male,Thursday
2023,December,Sudurpashchim,Achham,Rural,Straight,Morning,Minor Injury,Rain,Wet,Motorbike,50,Male,Saturday
2025,December,Karnali,Jumla,Highway,Straight,Evening,Minor Injury,Clear,Wet,Scooter,30,Male,Monday
2025,May,Karnali,Dailekh,Urban,Straight,Evening,Minor Injury,Clear,Slippery,Jeep,50,Male,Wednesday
2023,October,Koshi,Ilam,Highway,Curve,Afternoon,Minor Injury,Clear,Slippery,Truck,80,Male,Sunday
2023,January,Madhesh,Sarlahi,Highway,Junction,Morning,Serious Injury,Clear,Wet,Motorbike,80,Male,Saturday
2024,October,Lumbini,Banke,Rural,Curve,Afternoon,Serious Injury,Clear,Wet,Motorbike,50,Male,Friday
2023,January,Bagmati,Bhaktapur,Highway,Curve,Evening,Damage Only,Rain,Wet,Scooter,50,Male,Wednesday
2025,January,Koshi,Sunsari,Highway,Straight,Evening,Minor Injury,Fog,Wet,Motorbike,30,Male,Wednesday
2024,April,Karnali,Surkhet,Rural,Junction,Afternoon,Serious Injury,Clear,Slippery,Car,30,Male,Saturday
2025,February,Gandaki,Kaski,Urban,Junction,Evening,Serious Injury,Clear,Wet,Motorbike,50,Male,Saturday
2025,September,Lumbini,Banke,Highway,Junction,Morning,Fatal,Dusty,Dry,Car,30,Male,Friday
2024,January,Karnali,Jumla,Highway,Straight,Morning,Fatal,Clear,Slippery,Motorbike,30,Male,Sunday
2025,January,Lumbini,Dang,Highway,Straight,Morning,Minor Injury,Clear,Damaged,Bus,50,Female,Wednesday
2024,May,Gandaki,Gorkha,Feeder,Straight,Afternoon,Damage Only,Rain,Wet,Motorbike,30,Male,Sunday
2024,December,Sudurpashchim,Doti,Highway,Straight,Evening,Minor Injury,Clear,Slippery,Jeep,30,Other,Tuesday
2025,September,Sudurpashchim,Achham,Urban,Junction,Morning,Fatal,Fog,Damaged,Scooter,30,Male,Wednesday
2025,April,Karnali,Jumla,Rural,Straight,Morning,Serious Injury,Clear,Damaged,Car,30,Male,Friday
2023,January,Madhesh,Parsa,Urban,Straight,Morning,Serious Injury,Clear,Damaged,Microbus,80,Female,Thursday
2023,June,Karnali,Jumla,Rural,Straight,Morning,Damage Only,Clear,Dry,Bus,50,Male,Thursday
2023,August,Koshi,Ilam,Urban,Curve,Night,Minor Injury,Clear,Damaged,Motorbike,30,Male,Sunday
2025,January,Karnali,Kalikot,Urban,Straight,Morning,Serious Injury,Dusty,Dry,Bus,50,Male,Monday
2025,September,Lumbini,Kapilvastu,Highway,Junction,Afternoon,Damage Only,Fog,Dry,Bus,50,Male,Saturday
2025,September,Bagmati,Lalitpur,Highway,Straight,Afternoon,Minor Injury,Clear,Wet,Car,30,Male,Wednesday
2024,December,Bagmati,Chitwan,Feeder,Junction,Morning,Serious Injury,Clear,Wet,Car,30,Other,Tuesday
2026,January,Madhesh,Rautahat,Rural,Straight,Morning,Serious Injury,Clear,Slippery,Motorbike,50,Female,Monday
2024,March,Karnali,Surkhet,Highway,Straight,Night,Fatal,Dusty,Dry,Motorbike,50,Female,Monday
2023,May,Karnali,Jumla,Urban,Junction,Evening,Damage Only,Clear,Damaged,Motorbike,50,Male,Saturday
2024,August,Madhesh,Sarlahi,Urban,Straight,Afternoon,Minor Injury,Dusty,Wet,Motorbike,30,Male,Sunday
2024,September,Bagmati,Chitwan,Highway,Junction,Evening,Fatal,Clear,Slippery,Truck,30,Male,Friday
2025,February,Madhesh,Sarlahi,Rural,Straight,Evening,Fatal,Clear,Dry,Truck,30,Male,Sunday
2023,September,Madhesh,Bara,Highway,Junction,Morning,Damage Only,Rain,Wet,Scooter,30,Male,Monday
2024,August,Bagmati,Lalitpur,Rural,Curve,Night,Damage Only,Clear,Dry,Car,80,Male,Tuesday
2026,January,Lumbini,Banke,Highway,Junction,Evening,Minor Injury,Clear,Damaged,Car,30,Female,Saturday
2024,October,Bagmati,Chitwan,Highway,Junction,Night,Minor Injury,Dusty,Wet,Scooter,80,Male,Saturday
2025,March,Madhesh,Parsa,Highway,Straight,Evening,Minor Injury,Fog,Dry,Truck,50,Male,Thursday
2024,June,Madhesh,Parsa,Urban,Straight,Afternoon,Damage Only,Clear,Damaged,Motorbike,30,Male,Sunday
2025,December,Lumbini,Kapilvastu,Highway,Straight,Morning,Minor Injury,Fog,Dry,Car,50,Male,Monday
2024,November,Koshi,Sunsari,Rural,Straight,Morning,Minor Injury,Clear,Dry,Motorbike,30,Male,Sunday
2025,January,Karnali,Kalikot,Urban,Straight,Afternoon,Fatal,Clear,Wet,Car,50,Female,Friday
2023,January,Sudurpashchim,Achham,Urban,Straight,Morning,Serious Injury,Clear,Wet,Motorbike,80,Female,Saturday
2023,April,Sudurpashchim,Doti,Urban,Roundabout,Afternoon,Damage Only,Clear,Dry,Car,50,Male,Monday
2023,October,Karnali,Surkhet,Urban,Curve,Afternoon,Fatal,Clear,Slippery,Motorbike,30,Male,Tuesday
2023,August,Madhesh,Sarlahi,Urban,Straight,Afternoon,Damage Only,Clear,Wet,Scooter,50,Female,Tuesday
2025,May,Sudurpashchim,Kailali,Highway,Curve,Evening,Minor Injury,Rain,Wet,Car,80,Male,Tuesday
2026,January,Madhesh,Sarlahi,Urban,Junction,Evening,Minor Injury,Clear,Slippery,Car,50,Male,Friday
2023,June,Karnali,Kalikot,Urban,Straight,Night,Minor Injury,Rain,Wet,Car,50,Female,Tuesday
2023,April,Koshi,Jhapa,Feeder,Curve,Evening,Minor Injury,Rain,Wet,Bus,50,Male,Monday
2026,January,Madhesh,Rautahat,Highway,Straight,Morning,Minor Injury,Clear,Slippery,Scooter,30,Male,Tuesday
2025,March,Koshi,Morang,Highway,Straight,Evening,Minor Injury,Rain,Wet,Motorbike,30,Male,Wednesday
2024,July,Karnali,Surkhet,Urban,Junction,Evening,Damage Only,Clear,Dry,Motorbike,80,Other,Tuesday
2023,June,Madhesh,Bara,Rural,Junction,Night,Fatal,Clear,Damaged,Jeep,80,Male,Sunday
2023,September,Madhesh,Rautahat,Feeder,Junction,Evening,Serious Injury,Clear,Dry,Bus,80,Male,Saturday
2024,March,Sudurpashchim,Kanchanpur,Highway,Curve,Afternoon,Minor Injury,Clear,Wet,Car,50,Male,Saturday
2023,November,Lumbini,Kapilvastu,Highway,Straight,Evening,Damage Only,Rain,Wet,Scooter,80,Male,Thursday
2025,August,Madhesh,Rautahat,Rural,Straight,Afternoon,Minor Injury,Clear,Damaged,Microbus,50,Male,Sunday
2025,July,Sudurpashchim,Kanchanpur,Highway,Junction,Evening,Fatal,Rain,Wet,Truck,50,Male,Thursday
2024,November,Sudurpashchim,Kailali,Highway,Junction,Evening,Damage Only,Clear,Slippery,Bus,30,Male,Sunday
2025,December,Gandaki,Lamjung,Urban,Junction,Afternoon,Fatal,Dusty,Damaged,Motorbike,50,Male,Sunday
2024,April,Gandaki,Tanahun,Highway,Curve,Evening,Minor Injury,Clear,Wet,Microbus,30,Male,Thursday
2023,December,Bagmati,Lalitpur,Urban,Junction,Morning,Damage Only,Clear,Damaged,Car,50,Male,Monday
2023,February,Koshi,Sunsari,Urban,Straight,Night,Serious Injury,Clear,Slippery,Motorbike,50,Male,Friday
2024,March,Gandaki,Gorkha,Rural,Straight,Night,Minor Injury,Clear,Slippery,Motorbike,50,Male,Saturday
2023,May,Bagmati,Chitwan,Rural,Curve,Morning,Serious Injury,Clear,Dry,Motorbike,50,Male,Tuesday
2025,August,Karnali,Dailekh,Feeder,Curve,Night,Minor Injury,Fog,Dry,Motorbike,50,Male,Saturday
2023,May,Madhesh,Bara,Rural,Straight,Evening,Serious Injury,Clear,Wet,Car,80,Female,Friday
2023,January,Bagmati,Bhaktapur,Rural,Curve,Night,Minor Injury,Clear,Wet,Scooter,50,Male,Friday
2024,April,Madhesh,Sarlahi,Urban,Straight,Afternoon,Minor Injury,Clear,Dry,Truck,80,Male,Friday
2023,February,Gandaki,Kaski,Urban,Junction,Evening,Fatal,Rain,Wet,Bus,50,Male,Saturday
2023,June,Bagmati,Chitwan,Highway,Straight,Evening,Minor Injury,Clear,Damaged,Motorbike,50,Male,Wednesday
2024,May,Koshi,Jhapa,Rural,Curve,Afternoon,Fatal,Fog,Dry,Motorbike,80,Male,Tuesday
2024,April,Madhesh,Rautahat,Urban,Straight,Afternoon,Minor Injury,Clear,Slippery,Scooter,30,Female,Thursday
2025,June,Sudurpashchim,Kanchanpur,Highway,Straight,Afternoon,Damage Only,Clear,Wet,Car,30,Female,Friday
2025,May,Karnali,Kalikot,Urban,Curve,Afternoon,Damage Only,Fog,Damaged,Scooter,50,Male,Friday
2025,February,Sudurpashchim,Achham,Feeder,Straight,Evening,Minor Injury,Clear,Slippery,Truck,80,Female,Saturday
2025,July,Karnali,Kalikot,Highway,Straight,Morning,Damage Only,Clear,Slippery,Motorbike,30,Male,Monday
2024,March,Koshi,Sunsari,Highway,Junction,Morning,Minor Injury,Clear,Damaged,Motorbike,80,Male,Tuesday
2025,November,Lumbini,Banke,Urban,Straight,Evening,Minor Injury,Dusty,Slippery,Motorbike,50,Male,Wednesday
2023,September,Madhesh,Bara,Highway,Junction,Night,Minor Injury,Dusty,Slippery,Motorbike,50,Female,Saturday
2025,August,Lumbini,Rupandehi,Urban,Junction,Morning,Minor Injury,Rain,Wet,Car,50,Male,Sunday
2025,January,Sudurpashchim,Kailali,Highway,Curve,Evening,Damage Only,Dusty,Dry,Motorbike,30,Male,Tuesday
2025,May,Karnali,Kalikot,Urban,Junction,Afternoon,Fatal,Clear,Dry,Motorbike,30,Male,Sunday
2023,July,Gandaki,Tanahun,Rural,Junction,Evening,Serious Injury,Fog,Dry,Microbus,80,Female,Wednesday
2023,January,Bagmati,Lalitpur,Highway,Straight,Afternoon,Fatal,Clear,Wet,Motorbike,50,Male,Thursday
2023,September,Bagmati,Bhaktapur,Urban,Junction,Afternoon,Serious Injury,Rain,Wet,Car,50,Female,Saturday
2025,December,Madhesh,Parsa,Feeder,Curve,Afternoon,Minor Injury,Dusty,Slippery,Car,50,Male,Friday
2024,February,Lumbini,Rupandehi,Rural,Straight,Morning,Serious Injury,Dusty,Slippery,Motorbike,80,Male,Thursday
2025,December,Sudurpashchim,Kanchanpur,Urban,Straight,Evening,Minor Injury,Rain,Wet,Bus,50,Male,Sunday
2023,November,Karnali,Jumla,Urban,Straight,Evening,Minor Injury,Clear,Dry,Truck,50,Male,Saturday
2023,July,Koshi,Morang,Rural,Curve,Night,Minor Injury,Rain,Wet,Truck,30,Male,Tuesday
2023,January,Lumbini,Kapilvastu,Highway,Straight,Evening,Minor Injury,Clear,Damaged,Bus,50,Male,Thursday
2024,September,Koshi,Sunsari,Urban,Straight,Afternoon,Fatal,Rain,Wet,Motorbike,80,Male,Saturday
2024,November,Sudurpashchim,Kailali,Rural,Junction,Morning,Minor Injury,Clear,Dry,Motorbike,50,Male,Thursday
2026,January,Koshi,Jhapa,Highway,Straight,Night,Minor Injury,Clear,Dry,Motorbike,30,Male,Friday
2023,December,Madhesh,Rautahat,Urban,Straight,Evening,Serious Injury,Clear,Damaged,Bus,50,Male,Wednesday
2024,March,Lumbini,Rupandehi,Urban,Junction,Afternoon,Damage Only,Rain,Wet,Motorbike,80,Male,Sunday
2025,March,Lumbini,Rupandehi,Urban,Junction,Night,Damage Only,Clear,Damaged,Motorbike,80,Male,Tuesday
2026,January,Gandaki,Tanahun,Rural,Junction,Night,Serious Injury,Clear,Slippery,Car,80,Male,Sunday
2024,October,Madhesh,Rautahat,Urban,Junction,Afternoon,Minor Injury,Clear,Damaged,Motorbike,80,Male,Saturday
2023,January,Koshi,Sunsari,Rural,Junction,Morning,Minor Injury,Clear,Damaged,Car,50,Male,Monday
2025,July,Koshi,Jhapa,Highway,Curve,Night,Serious Injury,Clear,Damaged,Motorbike,30,Male,Saturday
2026,January,Bagmati,Kathmandu,Urban,Curve,Evening,Minor Injury,Rain,Wet,Microbus,30,Male,Wednesday
2023,June,Karnali,Dailekh,Rural,Straight,Afternoon,Serious Injury,Dusty,Slippery,Motorbike,50,Male,Friday
2025,October,Karnali,Dailekh,Feeder,Junction,Morning,Serious Injury,Dusty,Slippery,Bus,50,Male,Saturday
2025,November,Lumbini,Dang,Urban,Junction,Morning,Minor Injury,Clear,Wet,Motorbike,50,Male,Friday
